target,split,model,n_eval,positive_rate,accuracy,balanced_accuracy,roc_auc,average_precision
D_stat_nonzero,leave_secret_out,dummy_majority,90,0.4777777777777778,0.5222222222222223,0.5,0.5,0.4777777777777778
D_stat_nonzero,leave_secret_out,metadata_main_logit,90,0.4777777777777778,0.8,0.7976249381494309,0.830776843146957,0.8603069535737957
D_stat_nonzero,leave_secret_out,metadata_pairwise_logit,90,0.4777777777777778,0.7888888888888889,0.7869866402770905,0.8931222167243938,0.9032439418403073
D_stat_nonzero,random_stratified,dummy_majority,90,0.4777777777777778,0.5222222222222223,0.5,0.5,0.4777777777777778
D_stat_nonzero,random_stratified,metadata_main_logit,90,0.4777777777777778,0.8111111111111111,0.8102424542305788,0.8055418109846612,0.8388906063253248
D_stat_nonzero,random_stratified,metadata_pairwise_logit,90,0.4777777777777778,0.8222222222222222,0.8198911429985156,0.8485898070262246,0.8704537314883221
