target,split,model,n_eval,r2,mae,rmse
D_stat_max,random_kfold,dummy_mean,450,-0.003568779747921802,1.1357606454977303,1.4597848367137154
D_stat_max,random_kfold,metadata_main_ridge,450,0.3748836566358784,0.8772988009031432,1.1521146625344971
D_stat_max,random_kfold,metadata_pairwise_ridge,450,0.4615144891262162,0.783975719475444,1.0693067002356025
D_stat_max,random_kfold,metadata_extra_trees,450,0.5307681172061958,0.48517605489937005,0.998180390305765
D_stat_max,leave_secret_out,dummy_mean,450,-0.0052711659441302405,1.1371365579710295,1.4610224522126156
D_stat_max,leave_secret_out,metadata_main_ridge,450,0.3837432263371753,0.8668843615842233,1.1439212559690821
D_stat_max,leave_secret_out,metadata_pairwise_ridge,450,0.4729461113274499,0.7592731218424241,1.0578955444435107
D_stat_max,leave_secret_out,metadata_extra_trees,450,0.6675327738264476,0.3735854553054935,0.8402135809254291
